allo	7	10	5	 pA_B	
donc	4	6	3	 pA_I	
euh	3	3	3	 pA_I	
c“	3	3	3	 pA_I	
est	3	3	3	 pA_I	
un	5	6	3	 pA_I	
peu	5	6	3	 pA_I	
la	6	6	6	 pA_I	
loose	6	6	5	 pA_I	
quoi	12	13	12	 pA_L	
	 	 	 	 	 
c	5	5	5	 pA_B	
est	5	5	5	 pA_I	
soit	6	6	5	 pA_I	
à	6	6	6	 pA_I	
fond	6	6	6	 pA_I	
soit	14	15	14	 pA_I	
à	4	6	1	 pA_I	
zéro	4	6	1	 pA_L	
	 	 	 	 	 
moi	6	6	5	 pA_B	
c	5	6	5	 pA_I	
est	5	6	5	 pA_I	
pareil	6	6	5	 pA_I	
chez	5	6	5	 pA_I	
moi	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
du	5	5	5	 pA_B	
coup	5	5	5	 pA_I	
tu	1	1	1	 pA_I	
l	1	1	1	 pA_I	
as	1	1	1	 pA_I	
éteint	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
ah	5	5	4	 pA_B	
mais	4	5	4	 pA_I	
du	4	4	4	 pA_I	
coup	4	4	4	 pA_I	
c	10	11	10	 pA_I	
est	10	11	10	 pA_I	
trop	6	7	6	 pA_I	
chiant	6	8	5	 pA_I	
quoi	5	6	5	 pA_L	
	 	 	 	 	 
je	5	5	4	 pA_B	
me	5	5	4	 pA_I	
fais	4	4	4	 pA_I	
engueuler	6	12	4	 pA_L	
	 	 	 	 	 
je	 NA	 NA	 NA	 pA_B	
sais	6	6	6	 pA_I	
pas	10	12	6	 pA_I	
si	6	12	5	 pA_I	
ça	6	7	5	 pA_I	
consomme	4	5	4	 pA_I	
plus	6	6	6	 pA_I	
quand	4	6	3	 pA_I	
c	4	4	4	 pA_I	
est	4	4	4	 pA_I	
à	3	4	3	 pA_I	
fond	3	4	3	 pA_I	
si	 NA	 NA	 NA	 pA_I	
je	 NA	 NA	 NA	 pA_I	
crois	5	5	4	 pA_L	
	 	 	 	 	 
ouais	4	4	4	 pA_U	
	 	 	 	 	 
je	4	4	4	 pA_B	
vous	4	4	4	 pA_I	
sers	7	8	4	 pA_L	
	 	 	 	 	 
ouais	7	7	6	 pA_U	
	 	 	 	 	 
je	 NA	 NA	 NA	 pA_B	
suis	2	2	2	 pA_I	
pas	5	7	2	 pA_I	
sûre	10	14	6	 pA_L	
carrément	6	6	6	 pA_B	
plus	6	6	5	 pA_I	
quoi	 NA	 NA	 NA	 pA_L	
oh	4	4	4	 pA_B	
ben	4	4	4	 pA_I	
de	3	6	1	 pA_I	
toute	3	6	1	 pA_I	
façon	3	6	1	 pA_I	
à	7	22	4	 pA_I	
partir	7	22	4	 pA_I	
du	7	22	4	 pA_I	
moment	5	5	5	 pA_I	
où	5	5	5	 pA_I	
euh	3	3	3	 pA_L	
c	3	6	29	 pA_B	
est	3	6	29	 pA_I	
rigolo	6	7	4	 pA_L	
	 	 	 	 	 
c	5	5	5	 pA_B	
est	5	5	5	 pA_I	
ch-	7	8	6	 pA_L	
	 	 	 	 	 
je	7	7	6	 pA_B	
savais	6	7	6	 pA_I	
qu	8	8	8	 pA_I	
on	8	8	8	 pA_I	
avait	5	8	5	 pA_I	
bien	5	5	30	 pA_I	
aimé	7	8	30	 pA_I	
ça	6	8	4	 pA_L	
	 	 	 	 	 
ouais	4	5	4	 pA_U	
	 	 	 	 	 
il	5	5	5	 pA_B	
va	5	5	5	 pA_I	
plus	 NA	 NA	 NA	 pA_I	
y	7	8	6	 pA_I	
en	8	8	8	 pA_I	
avoir	6	8	6	 pA_I	
pour	7	7	6	 pA_I	
nous	4	6	30	 pA_L	
	 	 	 	 	 
j	5	12	3	 pA_B	
en	5	12	3	 pA_I	
ai	2	7	1	 pA_I	
d	5	12	1	 pA_I	
autres	5	12	1	 pA_L	
	 	 	 	 	 
c	11	13	5	 pA_B	
est	11	13	5	 pA_I	
des	4	8	1	 pA_I	
graals	3	7	2	 pA_I	
tes	3	5	1	 pA_I	
verres	9	17	7	 pA_L	
	 	 	 	 	 
j	5	5	4	 pA_B	
en	5	5	4	 pA_I	
ai	4	5	4	 pA_I	
prévu	5	5	5	 pA_I	
d	6	6	4	 pA_I	
autres	6	6	4	 pA_I	
t	3	4	1	 pA_I	
inquiète	3	4	1	 pA_L	
je	4	4	4	 pA_B	
vous	4	4	4	 pA_I	
ai	2	4	2	 pA_I	
mis	3	6	1	 pA_I	
une	5	6	5	 pA_I	
paille	10	10	6	 pA_L	
	 	 	 	 	 
ouais	1	10	1	 pA_U	
	 	 	 	 	 
je	7	7	6	 pA_B	
me	6	6	6	 pA_I	
suis	6	7	6	 pA_I	
dit	6	6	3	 pA_I	
allez	6	8	1	 pA_I	
d	6	8	5	 pA_I	
habitude	6	8	5	 pA_I	
en	9	12	1	 pA_I	
plus	9	12	1	 pA_I	
euh	2	6	1	 pA_I	
je	1	1	1	 pA_I	
sais	5	5	5	 pA_I	
pas	6	7	5	 pA_I	
trop	7	7	7	 pA_I	
faire	7	8	7	 pA_I	
la	7	7	6	 pA_I	
cuisine	7	9	6	 pA_I	
alors	6	10	3	 pA_I	
je	5	5	5	 pA_I	
me	5	5	5	 pA_I	
suis	5	5	5	 pA_I	
dit	5	5	5	 pA_I	
euh	5	5	4	 pA_I	
je	5	5	4	 pA_I	
vais	5	5	5	 pA_I	
peut	5	13	5	 pA_I	
êtres	5	13	5	 pA_I	
tout	9	13	6	 pA_I	
miser	6	7	6	 pA_I	
sur	4	6	1	 pA_I	
la	1	1	1	 pA_I	
présentation	6	8	5	 pA_I	
voilà	7	8	7	 pA_L	
on	6	6	5	 pA_B	
se	6	6	6	 pA_I	
croirait	7	8	6	 pA_I	
tu	8	8	8	 pA_I	
sais	11	11	10	 pA_I	
dans	7	11	5	 pA_I	
un	4	6	1	 pA_I	
dîner	7	11	5	 pA_I	
presque	7	12	3	 pA_I	
parfait	6	8	5	 pA_I	
tu	10	14	5	 pA_I	
sais	6	14	5	 pA_L	
je	 NA	 NA	 NA	 pA_B	
vais	4	5	4	 pA_I	
en	4	4	4	 pA_I	
chercher	5	5	4	 pA_I	
un	4	5	4	 pA_I	
autre	5	5	5	 pA_L	
	 	 	 	 	 
moi	5	6	4	 pA_B	
c	6	6	6	 pA_I	
est	6	6	6	 pA_I	
trop	6	7	6	 pA_I	
mince	6	7	6	 pA_I	
quoi	5	5	5	 pA_I	
je	5	5	5	 pA_I	
commençais	6	8	4	 pA_I	
à	8	10	7	 pA_I	
boire	9	11	4	 pA_L	
	 	 	 	 	 
bon	5	5	5	 pA_B	
en	8	13	5	 pA_I	
tout	8	13	5	 pA_I	
cas	8	13	5	 pA_I	
ça	11	13	10	 pA_I	
fait	7	11	6	 pA_I	
plaisir	9	13	6	 pA_I	
n	7	12	5	 pA_I	
empêche	7	12	5	 pA_I	
quoi	4	5	4	 pA_L	
	 	 	 	 	 
ah	 NA	 NA	 NA	 pA_B	
ouais	4	5	4	 pA_I	
c	 NA	 NA	 NA	 pA_I	
est	 NA	 NA	 NA	 pA_I	
clair	5	5	5	 pA_L	
	 	 	 	 	 
parce	5	5	5	 pA_B	
que	5	5	5	 pA_I	
toi	9	12	8	 pA_I	
ça	8	12	5	 pA_I	
fait	5	5	4	 pA_I	
longtemps	7	11	4	 pA_I	
d-	10	10	10	 pA_I	
du	4	5	4	 pA_I	
coup	4	5	4	 pA_I	
que	 NA	 NA	 NA	 pA_I	
je	 NA	 NA	 NA	 pA_I	
t	5	5	4	 pA_I	
ai	5	5	4	 pA_I	
pas	5	5	5	 pA_I	
vue	5	6	5	 pA_L	
	 	 	 	 	 
depuis	5	5	4	 pA_B	
cet	3	4	1	 pA_I	
été	11	16	1	 pA_L	
comme	1	5	1	 pA_B	
ça	1	5	1	 pA_L	
	 	 	 	 	 
je	11	11	11	 pA_B	
sais	8	8	8	 pA_I	
pas	13	22	6	 pA_L	
pour	5	5	4	 pA_B	
l	5	5	4	 pA_I	
anniversaire	5	5	4	 pA_L	
on	 NA	 NA	 NA	 pA_B	
s	7	10	5	 pA_I	
est	7	10	5	 pA_I	
vues	 NA	 NA	 NA	 pA_I	
je	12	14	11	 pA_I	
crois	14	15	13	 pA_I	
mais	 NA	 NA	 NA	 pA_I	
ça	3	3	3	 pA_I	
remonte	6	7	6	 pA_I	
hein	6	6	5	 pA_L	
	 	 	 	 	 
ben	5	5	4	 pA_B	
par	4	5	4	 pA_I	
ah	5	5	4	 pA_I	
non	5	5	4	 pA_I	
toi	5	5	5	 pA_I	
on	5	5	5	 pA_I	
s	 NA	 NA	 NA	 pA_I	
est	 NA	 NA	 NA	 pA_I	
croisées	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
dans	4	4	4	 pA_B	
le	4	4	4	 pA_I	
métro	4	4	4	 pA_I	
ouais	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
on	6	7	6	 pA_B	
avait	5	7	5	 pA_I	
trois	5	6	5	 pA_I	
arrêts	5	6	5	 pA_I	
pour	6	7	5	 pA_I	
tout	6	7	6	 pA_I	
se	5	7	3	 pA_I	
dire	5	8	3	 pA_L	
	 	 	 	 	 
on	6	6	5	 pA_B	
était	5	5	4	 pA_I	
bon	6	6	5	 pA_I	
allez	6	6	6	 pA_I	
alors	6	6	6	 pA_L	
	 	 	 	 	 
qu	9	9	8	 pA_B	
est	9	9	8	 pA_I	
ce	8	9	8	 pA_I	
qui	6	6	6	 pA_I	
se	6	7	6	 pA_I	
passe	6	7	6	 pA_I	
vraiment	8	11	7	 pA_L	
	 	 	 	 	 
aïe	3	4	1	 pA_B	
aïe	4	4	4	 pA_I	
aïe	4	4	3	 pA_L	
bon	4	9	1	 pA_B	
ben	6	8	1	 pA_I	
à	9	19	2	 pA_I	
la	9	19	2	 pA_I	
vôtre	9	19	2	 pA_I	
les	13	19	9	 pA_I	
filles	9	10	3	 pA_L	
	 	 	 	 	 
santé	8	11	30	 pA_U	
	 	 	 	 	 
bon	6	6	5	 pA_B	
ben	6	6	6	 pA_I	
j	6	6	6	 pA_I	
y	6	6	6	 pA_I	
vais	15	22	6	 pA_I	
parce	6	6	6	 pA_I	
que	6	6	6	 pA_I	
moi	7	9	5	 pA_I	
j	7	8	7	 pA_I	
ai	7	8	7	 pA_I	
chaud	6	7	6	 pA_I	
moi	10	14	6	 pA_L	
	 	 	 	 	 
c	5	5	5	 pA_B	
est	5	5	5	 pA_I	
trop	5	5	5	 pA_I	
mignon	5	6	4	 pA_L	
	 	 	 	 	 
hm	6	6	5	 pA_B	
hm	5	5	5	 pA_L	
	 	 	 	 	 
c	4	4	4	 pA_B	
est	4	4	4	 pA_I	
les	4	4	3	 pA_I	
verres	4	4	3	 pA_I	
de	4	5	4	 pA_I	
ma	4	5	4	 pA_I	
mère	4	4	3	 pA_L	
elle	4	4	3	 pA_B	
m	3	4	3	 pA_I	
a	3	4	3	 pA_I	
dit	4	4	3	 pA_I	
oh	5	5	4	 pA_I	
si	5	5	5	 pA_I	
tu	 NA	 NA	 NA	 pA_I	
les	4	5	3	 pA_I	
veux	3	4	3	 pA_I	
tu	 NA	 NA	 NA	 pA_I	
les	4	4	3	 pA_I	
gardes	4	4	3	 pA_L	
	 	 	 	 	 
non	5	6	5	 pA_B	
mais	4	6	2	 pA_I	
ils	2	2	2	 pA_I	
sont	 NA	 NA	 NA	 pA_I	
trop	6	6	6	 pA_I	
beaux	7	7	7	 pA_L	
	 	 	 	 	 
hm	2	6	1	 pA_U	
	 	 	 	 	 
mais	 NA	 NA	 NA	 pA_B	
ça	5	6	5	 pA_I	
c	4	5	3	 pA_I	
est	4	5	3	 pA_I	
des	3	4	3	 pA_I	
verres	4	4	3	 pA_I	
à	3	3	3	 pA_I	
cognac	7	10	5	 pA_I	
non	8	9	8	 pA_I	
c	5	5	5	 pA_I	
est	5	5	5	 pA_I	
ça	7	8	5	 pA_I	
qu	7	7	6	 pA_I	
on	7	7	6	 pA_I	
dit	8	9	6	 pA_L	
c	4	13	30	 pA_B	
est	4	13	30	 pA_I	
à	3	4	3	 pA_I	
cognac	7	10	3	 pA_I	
ça	4	4	4	 pA_L	
	 	 	 	 	 
je	4	5	4	 pA_B	
sais	5	6	5	 pA_I	
pas	4	4	4	 pA_L	
aussi	5	5	4	 pA_B	
gros	5	6	5	 pA_I	
que	 NA	 NA	 NA	 pA_I	
ça	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
non	6	6	6	 pA_B	
mais	6	6	5	 pA_I	
tu	5	5	5	 pA_I	
sais	9	9	9	 pA_I	
tu	9	10	8	 pA_I	
en	 NA	 NA	 NA	 pA_I	
mets	 NA	 NA	 NA	 pA_I	
pas	5	8	4	 pA_I	
beaucoup	16	19	4	 pA_L	
	 	 	 	 	 
tu	5	5	5	 pA_B	
en	5	6	5	 pA_I	
mets	5	5	4	 pA_I	
normalement	4	5	4	 pA_I	
à	5	9	4	 pA_I	
fond	5	9	4	 pA_I	
ouais	6	9	5	 pA_L	
	 	 	 	 	 
ouais	6	6	4	 pA_B	
c	8	13	1	 pA_I	
est	8	13	1	 pA_I	
plus	5	13	1	 pA_I	
la	7	15	5	 pA_I	
classe	5	5	4	 pA_I	
tu	4	4	4	 pA_I	
fais	4	4	4	 pA_I	
comme	16	16	15	 pA_I	
ça	16	16	15	 pA_L	
	 	 	 	 	 
ne	5	5	4	 pA_B	
le	8	14	4	 pA_I	
fais	5	13	4	 pA_I	
pas	6	10	3	 pA_L	
	 	 	 	 	 
c	5	8	2	 pA_B	
est	5	8	2	 pA_I	
juste	5	6	5	 pA_I	
histoire	5	5	4	 pA_I	
de	 NA	 NA	 NA	 pA_I	
dire	7	12	29	 pA_L	
	 	 	 	 	 
ben	4	4	4	 pA_B	
voilà	4	4	4	 pA_I	
hein	6	6	6	 pA_I	
il	5	6	4	 pA_I	
est	4	4	4	 pA_I	
petit	6	9	4	 pA_I	
hein	8	9	7	 pA_I	
c	4	4	4	 pA_I	
est	4	4	4	 pA_I	
sûr	4	4	4	 pA_I	
qu	5	5	5	 pA_I	
il	5	5	5	 pA_I	
est	4	4	4	 pA_I	
plus	 NA	 NA	 NA	 pA_I	
petit	4	4	4	 pA_I	
que	 NA	 NA	 NA	 pA_I	
l	4	4	3	 pA_I	
a-	4	4	3	 pA_I	
euh	6	6	4	 pA_I	
l	9	13	2	 pA_I	
année	9	13	2	 pA_I	
passée	4	6	2	 pA_I	
ça	9	12	5	 pA_I	
va	6	7	5	 pA_L	
	 	 	 	 	 
mais	4	4	4	 pA_B	
vu	4	4	4	 pA_I	
que	4	4	4	 pA_I	
tu	 NA	 NA	 NA	 pA_I	
es	 NA	 NA	 NA	 pA_I	
toute	4	4	3	 pA_I	
seule	3	4	2	 pA_L	
	 	 	 	 	 
ben	 NA	 NA	 NA	 pA_B	
voilà	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
ouais	5	6	5	 pA_B	
vu	5	5	5	 pA_I	
que	5	5	5	 pA_I	
tu	 NA	 NA	 NA	 pA_I	
es	 NA	 NA	 NA	 pA_I	
toute	 NA	 NA	 NA	 pA_I	
seule	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
et	13	14	12	 pA_B	
tu	12	13	12	 pA_I	
es	3	13	29	 pA_I	
souvent	8	13	7	 pA_I	
là	10	10	9	 pA_I	
ou	9	10	9	 pA_I	
pas	5	9	5	 pA_L	
	 	 	 	 	 
hein	2	4	1	 pA_B	
normalement	4	6	3	 pA_I	
ben	5	6	4	 pA_I	
du	4	7	4	 pA_I	
coup	4	7	4	 pA_I	
moi	6	7	6	 pA_I	
j	3	4	2	 pA_I	
ai	3	4	2	 pA_I	
pas	5	5	5	 pA_I	
beaucoup	6	7	5	 pA_I	
cours	9	10	6	 pA_I	
en	5	9	4	 pA_I	
fait	5	9	4	 pA_I	
j	4	7	2	 pA_I	
ai	4	7	2	 pA_I	
cours	5	7	3	 pA_I	
lundi	7	10	4	 pA_L	
	 	 	 	 	 
j	4	4	3	 pA_B	
ai	4	4	3	 pA_I	
interaction	4	5	3	 pA_I	
verbale	4	5	4	 pA_I	
le	4	4	4	 pA_I	
lun-	4	4	4	 pA_I	
le	4	4	4	 pA_I	
lundi	4	4	4	 pA_I	
après	4	6	3	 pA_I	
midi	4	6	3	 pA_L	
mardi	5	6	4	 pA_B	
j	5	6	4	 pA_I	
ai	5	6	4	 pA_I	
pas	4	5	4	 pA_I	
cours	6	7	4	 pA_L	
le	4	4	4	 pA_B	
mercredi	6	6	4	 pA_I	
j	4	6	4	 pA_I	
ai	4	6	4	 pA_I	
euh	3	4	3	 pA_I	
qu	 NA	 NA	 NA	 pA_I	
est	 NA	 NA	 NA	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
que	5	5	4	 pA_I	
j	5	5	4	 pA_I	
ai	5	5	4	 pA_I	
j	4	4	4	 pA_I	
ai	4	4	4	 pA_I	
syntaxe	5	6	4	 pA_I	
bon	 NA	 NA	 NA	 pA_I	
comment	4	4	4	 pA_I	
j	4	4	4	 pA_I	
ai	4	4	4	 pA_I	
pu	4	4	4	 pA_I	
oublier	4	4	3	 pA_I	
ça	6	6	5	 pA_I	
à	7	8	5	 pA_I	
neuf	5	5	5	 pA_I	
heures	6	6	5	 pA_I	
du	6	6	6	 pA_I	
matin	6	6	5	 pA_I	
trois	6	6	6	 pA_I	
heures	6	6	6	 pA_I	
tu	6	6	5	 pA_I	
sais	5	6	3	 pA_L	
le	5	6	4	 pA_B	
jeudi	6	7	6	 pA_I	
j	6	7	4	 pA_I	
ai	6	7	4	 pA_I	
juste	6	7	4	 pA_I	
euh	5	6	5	 pA_I	
psycho	5	6	5	 pA_I	
mais	5	6	30	 pA_I	
j	30	30	30	 pA_I	
ai	30	30	30	 pA_I	
qu	5	5	5	 pA_I	
une	5	5	5	 pA_I	
heure	5	5	5	 pA_I	
et	5	5	5	 pA_I	
demi	5	6	4	 pA_L	
	 	 	 	 	 
ouais	5	6	5	 pA_U	
	 	 	 	 	 
et	3	4	3	 pA_B	
le	3	4	3	 pA_I	
vendredi	5	6	1	 pA_I	
normalement	5	6	4	 pA_I	
j	5	5	3	 pA_I	
ai	5	5	3	 pA_I	
une	4	5	4	 pA_I	
fois	5	5	4	 pA_I	
sur	5	6	5	 pA_I	
deux	7	13	4	 pA_I	
tu	11	11	11	 pA_I	
sais	4	5	4	 pA_I	
int-	4	4	4	 pA_I	
euh	30	30	30	 pA_L	
	 	 	 	 	 
analyse	5	5	5	 pA_B	
conversationnelle	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
exact	9	21	4	 pA_U	
mais	4	4	4	 pA_B	
euh	4	4	4	 pA_I	
le	4	4	4	 pA_I	
truc	5	7	4	 pA_I	
c	4	6	4	 pA_I	
est	4	6	4	 pA_I	
que	3	4	3	 pA_I	
du	3	4	3	 pA_I	
coup	3	4	3	 pA_I	
même	5	5	5	 pA_I	
si	5	5	4	 pA_I	
euh	4	5	4	 pA_I	
quand	3	4	1	 pA_I	
je	4	4	4	 pA_I	
l	7	11	4	 pA_I	
ai	7	11	4	 pA_I	
pas	5	6	5	 pA_I	
je	4	4	4	 pA_I	
reste	5	5	4	 pA_I	
en	4	4	3	 pA_I	
fait	4	4	3	 pA_I	
parce	3	4	3	 pA_I	
que	3	4	3	 pA_I	
vu	12	12	12	 pA_I	
qu	4	5	3	 pA_I	
elle	4	5	3	 pA_I	
est	3	3	3	 pA_I	
en	3	3	3	 pA_I	
formation	5	6	3	 pA_L	
	 	 	 	 	 
ah	5	5	5	 pA_B	
oui	5	5	5	 pA_L	
	 	 	 	 	 
donc	3	4	3	 pA_B	
du	5	6	3	 pA_I	
coup	5	6	3	 pA_I	
euh	4	6	1	 pA_L	
	 	 	 	 	 
mais	9	15	1	 pA_B	
du	5	6	5	 pA_I	
coup	5	6	5	 pA_I	
tu	5	6	5	 pA_I	
euh	5	5	5	 pA_I	
tu	 NA	 NA	 NA	 pA_I	
es	12	13	12	 pA_I	
obligée	5	5	5	 pA_I	
de	5	5	5	 pA_I	
rester	5	5	5	 pA_I	
toute	 NA	 NA	 NA	 pA_I	
la	2	2	2	 pA_I	
semaine	6	6	6	 pA_I	
quand	5	6	4	 pA_I	
même	5	6	4	 pA_L	
	 	 	 	 	 
je	4	5	4	 pA_B	
suis	7	7	7	 pA_I	
pas	10	11	7	 pA_I	
obligée	11	12	11	 pA_I	
tu	11	12	11	 pA_I	
sais	10	11	9	 pA_I	
autrement	7	9	6	 pA_I	
je	8	8	8	 pA_I	
prends	6	8	6	 pA_I	
le	10	12	4	 pA_I	
au	8	13	4	 pA_I	
pire	6	7	5	 pA_I	
des	6	6	6	 pA_I	
cas	8	8	6	 pA_I	
tu	8	8	7	 pA_I	
sais	7	7	7	 pA_I	
je	7	7	7	 pA_I	
prends	5	5	4	 pA_I	
le	4	4	3	 pA_I	
je	3	4	3	 pA_I	
prends	4	5	3	 pA_I	
le	5	5	5	 pA_I	
train	6	6	6	 pA_I	
pour	5	6	3	 pA_I	
revenir	4	4	3	 pA_I	
le	5	7	3	 pA_I	
vendredi	4	8	2	 pA_L	
	 	 	 	 	 
mais	4	4	4	 pA_B	
euh	3	4	3	 pA_I	
voilà	4	5	3	 pA_I	
quoi	5	15	1	 pA_L	
	 	 	 	 	 
elle	6	12	4	 pA_B	
vient	4	4	4	 pA_I	
en	3	4	3	 pA_I	
voiture	9	11	4	 pA_L	
	 	 	 	 	 
ouais	5	5	4	 pA_B	
mais	4	5	3	 pA_I	
vu	2	4	1	 pA_I	
qu	7	14	5	 pA_I	
elle	7	14	5	 pA_I	
est	9	13	5	 pA_I	
trop	5	5	5	 pA_I	
crevée	5	5	4	 pA_I	
après	2	5	30	 pA_I	
le	4	4	4	 pA_I	
vendredi	4	4	4	 pA_I	
soir	4	4	3	 pA_I	
pour	 NA	 NA	 NA	 pA_I	
rentrer	5	6	3	 pA_I	
à	4	4	3	 pA_I	
chaque	4	4	4	 pA_I	
fois	5	5	4	 pA_I	
elle	4	5	4	 pA_I	
me	4	5	4	 pA_I	
dit	4	4	4	 pA_I	
oh	 NA	 NA	 NA	 pA_I	
mais	5	5	5	 pA_I	
j	5	5	5	 pA_I	
aimerais	5	5	5	 pA_I	
bien	6	6	6	 pA_I	
que	 NA	 NA	 NA	 pA_I	
tu	 NA	 NA	 NA	 pA_I	
restes	8	8	8	 pA_I	
donc	5	6	4	 pA_I	
euh	4	7	3	 pA_I	
du	6	6	5	 pA_I	
coup	6	6	5	 pA_I	
je	6	6	5	 pA_I	
reste	6	7	4	 pA_I	
et	3	4	3	 pA_I	
puis	 NA	 NA	 NA	 pA_I	
euh	 NA	 NA	 NA	 pA_I	
je	2	2	2	 pA_I	
la	3	3	2	 pA_I	
ramène	4	5	3	 pA_I	
parce	5	5	5	 pA_I	
que	5	5	5	 pA_I	
on	5	5	5	 pA_I	
sait	4	4	3	 pA_I	
jamais	4	5	3	 pA_I	
tu	5	5	5	 pA_I	
sais	3	4	3	 pA_L	
	 	 	 	 	 
hm	4	4	4	 pA_U	
	 	 	 	 	 
si	11	11	11	 pA_B	
elle	6	11	4	 pA_I	
me	4	4	4	 pA_I	
dit	4	4	3	 pA_I	
qu	4	4	4	 pA_I	
elle	4	4	4	 pA_I	
est	4	4	3	 pA_I	
crevée	4	4	3	 pA_I	
et	4	4	3	 pA_I	
qu	3	3	3	 pA_I	
il	3	3	3	 pA_I	
arrive	3	3	3	 pA_I	
quelque	3	6	2	 pA_I	
chose	3	6	2	 pA_I	
après	5	5	3	 pA_I	
c	2	5	30	 pA_I	
est	2	5	30	 pA_I	
ma	5	5	4	 pA_I	
faute	6	12	4	 pA_I	
laisse	 NA	 NA	 NA	 pA_I	
tomber	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
et	1	2	1	 pA_B	
ça	6	15	1	 pA_I	
va	5	6	1	 pA_I	
elle	7	10	3	 pA_L	
	 	 	 	 	 
c	4	4	3	 pA_B	
est	4	4	3	 pA_I	
chaud	5	5	3	 pA_L	
	 	 	 	 	 
ah	5	6	5	 pA_B	
ouais	5	6	3	 pA_L	
pourquoi	4	5	4	 pA_U	
	 	 	 	 	 
ben	3	3	3	 pA_B	
franchement	5	7	3	 pA_I	
euh	3	3	3	 pA_I	
tu	8	15	5	 pA_I	
sais	7	7	5	 pA_I	
là	6	7	5	 pA_I	
elle	1	1	30	 pA_I	
est	1	4	29	 pA_I	
euh	3	3	3	 pA_I	
en	3	4	3	 pA_I	
formation	4	7	3	 pA_I	
pour	4	7	2	 pA_I	
être	4	4	4	 pA_I	
euh	4	4	3	 pA_I	
gestionnaire	4	5	3	 pA_I	
de	5	5	5	 pA_I	
paies	5	5	5	 pA_I	
je	 NA	 NA	 NA	 pA_I	
vous	3	3	3	 pA_I	
l	3	3	3	 pA_I	
avais	3	3	3	 pA_I	
dit	 NA	 NA	 NA	 pA_I	
ça	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
non	6	6	5	 pA_B	
mais	6	6	6	 pA_I	
je	6	6	6	 pA_I	
croyais	5	5	5	 pA_I	
qu	3	6	1	 pA_I	
elle	3	6	1	 pA_I	
allait	3	4	30	 pA_I	
plus	10	11	10	 pA_I	
enfin	4	4	4	 pA_L	
	 	 	 	 	 
bon	5	5	5	 pA_B	
alors	4	5	3	 pA_I	
voilà	3	3	3	 pA_I	
on	3	3	3	 pA_I	
reprend	3	3	3	 pA_I	
du	3	3	3	 pA_I	
début	5	5	5	 pA_L	
	 	 	 	 	 
oui	6	7	6	 pA_B	
parce	6	13	4	 pA_I	
qu	6	13	4	 pA_I	
alors	6	13	4	 pA_I	
moi	4	5	4	 pA_I	
je	4	5	4	 pA_L	
	 	 	 	 	 
oui	4	5	4	 pA_B	
parce	5	5	4	 pA_I	
que	5	5	4	 pA_I	
c	5	5	4	 pA_I	
est	5	5	4	 pA_I	
un	5	5	5	 pA_I	
peu	5	5	5	 pA_I	
le	4	5	3	 pA_I	
hein	5	5	4	 pA_I	
chez	4	5	4	 pA_I	
ma	4	4	3	 pA_I	
soeur	4	4	4	 pA_I	
c	4	4	4	 pA_I	
est	4	4	4	 pA_I	
un	3	4	3	 pA_I	
peu	3	4	3	 pA_I	
la	3	4	3	 pA_I	
galère	3	3	3	 pA_L	
donc	4	5	4	 pA_B	
euh	4	15	3	 pA_I	
elle	4	4	4	 pA_I	
a	4	4	4	 pA_I	
fait	4	4	4	 pA_I	
son	6	11	4	 pA_I	
master	4	4	3	 pA_I	
sa	4	4	4	 pA_I	
première	4	5	4	 pA_I	
année	4	4	4	 pA_I	
de	4	4	3	 pA_I	
master	4	4	3	 pA_I	
ah	4	4	3	 pA_I	
en	1	1	1	 pA_I	
de	4	4	4	 pA_I	
psycho	9	11	7	 pA_L	
	 	 	 	 	 
ouais	4	5	30	 pA_U	
	 	 	 	 	 
elle	3	4	3	 pA_B	
avait	3	3	3	 pA_I	
loupé	6	9	3	 pA_I	
elle	8	9	8	 pA_I	
avait	3	3	3	 pA_I	
recommencé	3	4	3	 pA_I	
une	30	30	30	 pA_I	
deuxième	2	3	30	 pA_I	
année	3	3	3	 pA_I	
une	4	4	4	 pA_I	
deuxième	3	3	3	 pA_I	
fois	6	7	3	 pA_I	
elle	3	3	3	 pA_I	
a	3	4	3	 pA_I	
reloupé	4	5	3	 pA_I	
parce	8	11	4	 pA_I	
que	8	11	4	 pA_I	
laisse	 NA	 NA	 NA	 pA_I	
tomber	4	4	3	 pA_I	
quoi	4	4	4	 pA_I	
ils	 NA	 NA	 NA	 pA_I	
en	 NA	 NA	 NA	 pA_I	
ont	 NA	 NA	 NA	 pA_I	
rien	 NA	 NA	 NA	 pA_I	
à	3	3	3	 pA_I	
faire	 NA	 NA	 NA	 pA_L	
	 	 	 	 	 
et	4	4	4	 pA_B	
